"year","quarter","state.fips","teen.emp.rate","min.wage"
2019,3,16,0.4573,7.25
2019,4,16,0.3512,7.25
1979,1,17,0.4419,2.9
1979,2,17,0.4813,2.9
1979,3,17,0.5623,2.9
1979,4,17,0.4969,2.9
1980,1,17,0.4519,3.1
1980,2,17,0.4804,3.1
1980,3,17,0.5207,3.1
1980,4,17,0.4406,3.1
1981,1,17,0.3889,3.35
1981,2,17,0.4654,3.35
1981,3,17,0.5114,3.35
1981,4,17,0.4252,3.35
1982,1,17,0.3953,3.35
1982,2,17,0.4434,3.35
1982,3,17,0.5279,3.35
1982,4,17,0.4471,3.35
1983,1,17,0.3866,3.35
1983,2,17,0.4148,3.35
1983,3,17,0.5041,3.35
1983,4,17,0.3883,3.35
1984,1,17,0.3909,3.35
1984,2,17,0.495,3.35
1984,3,17,0.4689,3.35
1984,4,17,0.3912,3.35
1985,1,17,0.4128,3.35
1985,2,17,0.4478,3.35
1985,3,17,0.5004,3.35
1985,4,17,0.4163,3.35
1986,1,17,0.3775,3.35
1986,2,17,0.4776,3.35
1986,3,17,0.5269,3.35
1986,4,17,0.4292,3.35
1987,1,17,0.3764,3.35
1987,2,17,0.4657,3.35
1987,3,17,0.5254,3.35
1987,4,17,0.4481,3.35
1988,1,17,0.4154,3.35
1988,2,17,0.4372,3.35
1988,3,17,0.5497,3.35
1988,4,17,0.4474,3.35
1989,1,17,0.4685,3.35
1989,2,17,0.5276,3.35
1989,3,17,0.5449,3.35
1989,4,17,0.4556,3.35
1990,1,17,0.4551,3.35
1990,2,17,0.4612,3.8
1990,3,17,0.4923,3.8
1990,4,17,0.4443,3.8
1991,1,17,0.4486,3.8
1991,2,17,0.4285,4.25
1991,3,17,0.4638,4.25
1991,4,17,0.4218,4.25
1992,1,17,0.4062,4.25
1992,2,17,0.4027,4.25
1992,3,17,0.4801,4.25
1992,4,17,0.4201,4.25
1993,1,17,0.3618,4.25
1993,2,17,0.4276,4.25
1993,3,17,0.511,4.25
1993,4,17,0.4248,4.25
1994,1,17,0.4081,4.25
1994,2,17,0.4936,4.25
1994,3,17,0.5326,4.25
1994,4,17,0.4563,4.25
1995,1,17,0.4394,4.25
1995,2,17,0.4778,4.25
1995,3,17,0.53,4.25
1995,4,17,0.4537,4.25
1996,1,17,0.3666,4.25
1996,2,17,0.4558,4.25
1996,3,17,0.494,4.25
1996,4,17,0.4733,4.75
1997,1,17,0.4247,4.75
1997,2,17,0.4835,4.75
1997,3,17,0.51,4.88
1997,4,17,0.4547,5.15
1998,1,17,0.4527,5.15
1998,2,17,0.5111,5.15
1998,3,17,0.5292,5.15
1998,4,17,0.4599,5.15
1999,1,17,0.479,5.15
1999,2,17,0.5112,5.15
1999,3,17,0.5962,5.15
1999,4,17,0.4779,5.15
2000,1,17,0.4438,5.15
2000,2,17,0.5125,5.15
2000,3,17,0.5203,5.15
2000,4,17,0.4362,5.15
2001,1,17,0.3572,5.15
2001,2,17,0.4542,5.15
2001,3,17,0.5288,5.15
2001,4,17,0.4094,5.15
2002,1,17,0.3428,5.15
2002,2,17,0.3828,5.15
2002,3,17,0.4507,5.15
2002,4,17,0.3546,5.15
2003,1,17,0.2924,5.15
2003,2,17,0.392,5.15
2003,3,17,0.4201,5.15
2003,4,17,0.3188,5.15
2004,1,17,0.3315,5.5
2004,2,17,0.4152,5.5
2004,3,17,0.4267,5.5
2004,4,17,0.3398,5.5
2005,1,17,0.3601,6.5
2005,2,17,0.367,6.5
2005,3,17,0.3652,6.5
2005,4,17,0.3605,6.5
2006,1,17,0.3264,6.5
2006,2,17,0.3889,6.5
2006,3,17,0.4275,6.5
2006,4,17,0.3753,6.5
2007,1,17,0.3164,6.5
2007,2,17,0.398,6.5
2007,3,17,0.3936,7.5
2007,4,17,0.3348,7.5
2008,1,17,0.33,7.5
2008,2,17,0.3852,7.5
2008,3,17,0.3815,7.75
2008,4,17,0.302,7.75
2009,1,17,0.2584,7.75
2009,2,17,0.288,7.75
2009,3,17,0.3109,8
2009,4,17,0.2647,8
2010,1,17,0.2106,8
2010,2,17,0.2779,8
2010,3,17,0.3142,8.25
2010,4,17,0.272,8.25
2011,1,17,0.2167,8.25
2011,2,17,0.2818,8.25
2011,3,17,0.3171,8.25
2011,4,17,0.2791,8.25
2012,1,17,0.2479,8.25
2012,2,17,0.2815,8.25
2012,3,17,0.3193,8.25
2012,4,17,0.2767,8.25
2013,1,17,0.2428,8.25
2013,2,17,0.2969,8.25
2013,3,17,0.3199,8.25
2013,4,17,0.2251,8.25
2014,1,17,0.2745,8.25
2014,2,17,0.317,8.25
2014,3,17,0.332,8.25
2014,4,17,0.2542,8.25
2015,1,17,0.2887,8.25
2015,2,17,0.3264,8.25
2015,3,17,0.3689,8.25
2015,4,17,0.3102,8.25
2016,1,17,0.2908,8.25
2016,2,17,0.3091,8.25
2016,3,17,0.3232,8.25
2016,4,17,0.2264,8.25
2017,1,17,0.2722,8.25
2017,2,17,0.3864,8.25
2017,3,17,0.341,8.25
2017,4,17,0.2515,8.25
2018,1,17,0.3028,8.25
2018,2,17,0.2968,8.25
2018,3,17,0.3549,8.25
2018,4,17,0.2536,8.25
2019,1,17,0.2713,8.25
2019,2,17,0.3038,8.25
2019,3,17,0.3788,8.25
2019,4,17,0.2811,8.25
1979,1,18,0.485,2.9
1979,2,18,0.515,2.9
1979,3,18,0.5413,2.9
1979,4,18,0.4963,2.9
1980,1,18,0.4062,3.1
1980,2,18,0.4723,3.1
1980,3,18,0.517,3.1
1980,4,18,0.4464,3.1
1981,1,18,0.3678,3.35
1981,2,18,0.4649,3.35
1981,3,18,0.5081,3.35
1981,4,18,0.4691,3.35
1982,1,18,0.336,3.35
1982,2,18,0.4345,3.35
1982,3,18,0.4853,3.35
1982,4,18,0.3584,3.35
1983,1,18,0.3537,3.35
1983,2,18,0.4348,3.35
1983,3,18,0.4991,3.35
1983,4,18,0.3763,3.35
1984,1,18,0.3771,3.35
1984,2,18,0.5125,3.35
1984,3,18,0.5234,3.35
1984,4,18,0.4419,3.35
1985,1,18,0.3999,3.35
1985,2,18,0.5917,3.35
1985,3,18,0.5565,3.35
1985,4,18,0.3984,3.35
1986,1,18,0.3933,3.35
1986,2,18,0.4849,3.35
1986,3,18,0.5893,3.35
1986,4,18,0.4915,3.35
1987,1,18,0.4119,3.35
1987,2,18,0.5302,3.35
1987,3,18,0.6257,3.35
1987,4,18,0.4566,3.35
1988,1,18,0.4644,3.35
1988,2,18,0.6094,3.35
1988,3,18,0.597,3.35
1988,4,18,0.564,3.35
1989,1,18,0.5005,3.35
1989,2,18,0.6206,3.35
1989,3,18,0.6598,3.35
1989,4,18,0.602,3.35
1990,1,18,0.5064,3.35
1990,2,18,0.5129,3.8
1990,3,18,0.612,3.8
1990,4,18,0.446,3.8
1991,1,18,0.3746,3.8
1991,2,18,0.4359,4.25
1991,3,18,0.5583,4.25
1991,4,18,0.3866,4.25
1992,1,18,0.3653,4.25
1992,2,18,0.4729,4.25
1992,3,18,0.521,4.25
1992,4,18,0.3929,4.25
1993,1,18,0.3868,4.25
1993,2,18,0.534,4.25
1993,3,18,0.6633,4.25
1993,4,18,0.4968,4.25
1994,1,18,0.4724,4.25
1994,2,18,0.5684,4.25
1994,3,18,0.5863,4.25
1994,4,18,0.4319,4.25
1995,1,18,0.4617,4.25
1995,2,18,0.5557,4.25
1995,3,18,0.5923,4.25
1995,4,18,0.4228,4.25
1996,1,18,0.4649,4.25
1996,2,18,0.5397,4.25
1996,3,18,0.5608,4.25
1996,4,18,0.4466,4.75
1997,1,18,0.5224,4.75
1997,2,18,0.569,4.75
1997,3,18,0.4874,4.88
1997,4,18,0.5072,5.15
1998,1,18,0.5254,5.15
1998,2,18,0.5562,5.15
1998,3,18,0.6193,5.15
1998,4,18,0.463,5.15
1999,1,18,0.4802,5.15
1999,2,18,0.544,5.15
1999,3,18,0.563,5.15
1999,4,18,0.5054,5.15
2000,1,18,0.4233,5.15
2000,2,18,0.4784,5.15
2000,3,18,0.6368,5.15
2000,4,18,0.5081,5.15
2001,1,18,0.473,5.15
2001,2,18,0.5204,5.15
2001,3,18,0.4503,5.15
2001,4,18,0.43,5.15
2002,1,18,0.3862,5.15
2002,2,18,0.4415,5.15
2002,3,18,0.4536,5.15
2002,4,18,0.385,5.15
2003,1,18,0.3699,5.15
2003,2,18,0.4556,5.15
2003,3,18,0.4668,5.15
2003,4,18,0.3869,5.15
2004,1,18,0.3996,5.15
2004,2,18,0.461,5.15
2004,3,18,0.4086,5.15
2004,4,18,0.3725,5.15
2005,1,18,0.346,5.15
2005,2,18,0.3599,5.15
2005,3,18,0.438,5.15
2005,4,18,0.3615,5.15
2006,1,18,0.3851,5.15
2006,2,18,0.3922,5.15
2006,3,18,0.4047,5.15
2006,4,18,0.3837,5.15
2007,1,18,0.3376,5.15
2007,2,18,0.3811,5.15
2007,3,18,0.3475,5.68
2007,4,18,0.3122,5.85
2008,1,18,0.3478,5.85
2008,2,18,0.3998,5.85
2008,3,18,0.3277,6.38
2008,4,18,0.2374,6.55
2009,1,18,0.2543,6.55
2009,2,18,0.3328,6.55
2009,3,18,0.2779,7.07
2009,4,18,0.1995,7.25
2010,1,18,0.2075,7.25
2010,2,18,0.281,7.25
2010,3,18,0.2185,7.25
2010,4,18,0.249,7.25
2011,1,18,0.2139,7.25
2011,2,18,0.2976,7.25
2011,3,18,0.3218,7.25
2011,4,18,0.2746,7.25
2012,1,18,0.2385,7.25
2012,2,18,0.3551,7.25
2012,3,18,0.3192,7.25
2012,4,18,0.2111,7.25
2013,1,18,0.2607,7.25
2013,2,18,0.3287,7.25
2013,3,18,0.3162,7.25
2013,4,18,0.2782,7.25
2014,1,18,0.3067,7.25
2014,2,18,0.2829,7.25
2014,3,18,0.324,7.25
2014,4,18,0.3257,7.25
2015,1,18,0.2528,7.25
2015,2,18,0.3521,7.25
2015,3,18,0.3578,7.25
2015,4,18,0.3458,7.25
2016,1,18,0.3561,7.25
2016,2,18,0.3674,7.25
2016,3,18,0.417,7.25
2016,4,18,0.3318,7.25
2017,1,18,0.3674,7.25
2017,2,18,0.4185,7.25
2017,3,18,0.3902,7.25
2017,4,18,0.3406,7.25
2018,1,18,0.4184,7.25
2018,2,18,0.381,7.25
2018,3,18,0.3878,7.25
2018,4,18,0.3521,7.25
2019,1,18,0.3725,7.25
2019,2,18,0.4087,7.25
2019,3,18,0.4099,7.25
2019,4,18,0.4137,7.25
1979,1,19,0.5848,2.9
1979,2,19,0.6192,2.9
1979,3,19,0.6456,2.9
1979,4,19,0.5896,2.9
1980,1,19,0.5135,3.1
1980,2,19,0.6081,3.1
1980,3,19,0.6047,3.1
1980,4,19,0.5325,3.1
1981,1,19,0.5398,3.35
1981,2,19,0.5877,3.35
1981,3,19,0.5831,3.35
1981,4,19,0.5216,3.35
1982,1,19,0.4567,3.35
1982,2,19,0.5052,3.35
1982,3,19,0.605,3.35
1982,4,19,0.5448,3.35
1983,1,19,0.4573,3.35
1983,2,19,0.4907,3.35
1983,3,19,0.6307,3.35
1983,4,19,0.5265,3.35
1984,1,19,0.4361,3.35
1984,2,19,0.5081,3.35
1984,3,19,0.5503,3.35
1984,4,19,0.466,3.35
1985,1,19,0.4601,3.35
1985,2,19,0.5111,3.35
1985,3,19,0.5804,3.35
1985,4,19,0.4765,3.35
1986,1,19,0.5766,3.35
1986,2,19,0.5936,3.35
1986,3,19,0.7039,3.35
1986,4,19,0.5732,3.35
1987,1,19,0.5591,3.35
1987,2,19,0.6291,3.35
1987,3,19,0.6589,3.35
1987,4,19,0.5812,3.35
1988,1,19,0.4794,3.35
1988,2,19,0.5637,3.35
1988,3,19,0.6371,3.35
1988,4,19,0.5597,3.35
1989,1,19,0.5063,3.35
1989,2,19,0.5644,3.35
1989,3,19,0.6738,3.35
1989,4,19,0.5234,3.35
1990,1,19,0.4358,3.85
1990,2,19,0.5937,3.85
1990,3,19,0.6677,3.85
1990,4,19,0.5243,3.85
1991,1,19,0.5511,4.25
1991,2,19,0.5797,4.25
1991,3,19,0.5466,4.25
1991,4,19,0.6122,4.25
1992,1,19,0.5657,4.65
1992,2,19,0.5179,4.65
1992,3,19,0.649,4.65
1992,4,19,0.5194,4.65
1993,1,19,0.5395,4.65
1993,2,19,0.6088,4.65
1993,3,19,0.6581,4.65
1993,4,19,0.5953,4.65
1994,1,19,0.5463,4.65
1994,2,19,0.6383,4.65
1994,3,19,0.6698,4.65
1994,4,19,0.565,4.65
1995,1,19,0.5612,4.65
1995,2,19,0.654,4.65
1995,3,19,0.7245,4.65
1995,4,19,0.6096,4.65
1996,1,19,0.5898,4.65
1996,2,19,0.7037,4.65
1996,3,19,0.7069,4.65
1996,4,19,0.5637,4.75
1997,1,19,0.538,4.75
1997,2,19,0.6589,4.75
1997,3,19,0.6765,4.88
1997,4,19,0.6054,5.15
1998,1,19,0.7016,5.15
1998,2,19,0.6386,5.15
1998,3,19,0.6724,5.15
1998,4,19,0.5868,5.15
1999,1,19,0.6636,5.15
1999,2,19,0.6745,5.15
1999,3,19,0.678,5.15
1999,4,19,0.5871,5.15
2000,1,19,0.6591,5.15
2000,2,19,0.6485,5.15
2000,3,19,0.665,5.15
2000,4,19,0.5912,5.15
2001,1,19,0.4885,5.15
2001,2,19,0.5529,5.15
2001,3,19,0.6372,5.15
2001,4,19,0.5202,5.15
2002,1,19,0.5371,5.15
2002,2,19,0.6354,5.15
2002,3,19,0.627,5.15
2002,4,19,0.5504,5.15
2003,1,19,0.5281,5.15
2003,2,19,0.5399,5.15
2003,3,19,0.5313,5.15
2003,4,19,0.4884,5.15
2004,1,19,0.5092,5.15
2004,2,19,0.5324,5.15
2004,3,19,0.6142,5.15
2004,4,19,0.5309,5.15
2005,1,19,0.4873,5.15
2005,2,19,0.533,5.15
2005,3,19,0.6046,5.15
2005,4,19,0.5534,5.15
2006,1,19,0.5684,5.15
2006,2,19,0.6334,5.15
2006,3,19,0.6021,5.15
2006,4,19,0.5491,5.15
2007,1,19,0.5122,5.15
2007,2,19,0.5753,6.2
2007,3,19,0.5587,6.2
2007,4,19,0.5644,6.2
2008,1,19,0.5632,7.25
2008,2,19,0.5532,7.25
2008,3,19,0.6105,7.25
2008,4,19,0.5004,7.25
2009,1,19,0.432,7.25
2009,2,19,0.5314,7.25
2009,3,19,0.5364,7.25
2009,4,19,0.4722,7.25
2010,1,19,0.3997,7.25
2010,2,19,0.4301,7.25
2010,3,19,0.5208,7.25
2010,4,19,0.4561,7.25
2011,1,19,0.4254,7.25
2011,2,19,0.4846,7.25
2011,3,19,0.455,7.25
2011,4,19,0.3352,7.25
2012,1,19,0.3927,7.25
2012,2,19,0.4709,7.25
2012,3,19,0.4406,7.25
2012,4,19,0.3865,7.25
2013,1,19,0.3979,7.25
2013,2,19,0.4935,7.25
2013,3,19,0.5261,7.25
2013,4,19,0.478,7.25
2014,1,19,0.4377,7.25
2014,2,19,0.5074,7.25
2014,3,19,0.5536,7.25
2014,4,19,0.4806,7.25
2015,1,19,0.4783,7.25
2015,2,19,0.513,7.25
2015,3,19,0.5265,7.25
2015,4,19,0.5354,7.25
2016,1,19,0.5041,7.25
2016,2,19,0.4464,7.25
2016,3,19,0.5038,7.25
2016,4,19,0.4924,7.25
2017,1,19,0.4699,7.25
2017,2,19,0.4464,7.25
2017,3,19,0.4489,7.25
2017,4,19,0.4875,7.25
2018,1,19,0.4544,7.25
2018,2,19,0.5395,7.25
2018,3,19,0.5696,7.25
2018,4,19,0.5236,7.25
2019,1,19,0.4477,7.25
2019,2,19,0.4628,7.25
2019,3,19,0.5907,7.25
2019,4,19,0.5093,7.25
1979,1,20,0.5414,2.9
1979,2,20,0.5968,2.9
1979,3,20,0.6972,2.9
1979,4,20,0.62,2.9
1980,1,20,0.5244,3.1
1980,2,20,0.5835,3.1
1980,3,20,0.6711,3.1
1980,4,20,0.5649,3.1
1981,1,20,0.5,3.35
1981,2,20,0.5518,3.35
1981,3,20,0.6423,3.35
1981,4,20,0.5617,3.35
1982,1,20,0.4795,3.35
1982,2,20,0.628,3.35
1982,3,20,0.6255,3.35
1982,4,20,0.5476,3.35
1983,1,20,0.5421,3.35
1983,2,20,0.5916,3.35
1983,3,20,0.6048,3.35
1983,4,20,0.4745,3.35
1984,1,20,0.4209,3.35
1984,2,20,0.6267,3.35
1984,3,20,0.6132,3.35
1984,4,20,0.4765,3.35
1985,1,20,0.4858,3.35
1985,2,20,0.5668,3.35
1985,3,20,0.6485,3.35
1985,4,20,0.4936,3.35
1986,1,20,0.4222,3.35
1986,2,20,0.6063,3.35
1986,3,20,0.5328,3.35
1986,4,20,0.4587,3.35
1987,1,20,0.4509,3.35
1987,2,20,0.5805,3.35
1987,3,20,0.589,3.35
1987,4,20,0.5751,3.35
1988,1,20,0.5164,3.35
1988,2,20,0.5042,3.35
1988,3,20,0.5702,3.35
1988,4,20,0.5025,3.35
1989,1,20,0.4928,3.35
1989,2,20,0.5781,3.35
1989,3,20,0.6513,3.35
1989,4,20,0.4957,3.35
1990,1,20,0.4716,3.35
1990,2,20,0.5991,3.8
1990,3,20,0.6537,3.8
1990,4,20,0.5343,3.8
1991,1,20,0.4191,3.8
1991,2,20,0.6007,4.25
1991,3,20,0.6372,4.25
1991,4,20,0.4904,4.25
1992,1,20,0.4529,4.25
1992,2,20,0.5632,4.25
1992,3,20,0.6401,4.25
1992,4,20,0.5307,4.25
1993,1,20,0.4738,4.25
1993,2,20,0.5262,4.25
1993,3,20,0.5787,4.25
1993,4,20,0.5009,4.25
1994,1,20,0.502,4.25
1994,2,20,0.5916,4.25
1994,3,20,0.5903,4.25
1994,4,20,0.5301,4.25
1995,1,20,0.5274,4.25
1995,2,20,0.5265,4.25
1995,3,20,0.6501,4.25
1995,4,20,0.5636,4.25
1996,1,20,0.4971,4.25
1996,2,20,0.5394,4.25
1996,3,20,0.6297,4.25
1996,4,20,0.5688,4.75
1997,1,20,0.549,4.75
1997,2,20,0.5433,4.75
1997,3,20,0.6159,4.88
1997,4,20,0.5438,5.15
1998,1,20,0.5817,5.15
1998,2,20,0.5334,5.15
1998,3,20,0.5789,5.15
1998,4,20,0.5946,5.15
1999,1,20,0.5299,5.15
1999,2,20,0.6114,5.15
1999,3,20,0.6159,5.15
1999,4,20,0.5414,5.15
2000,1,20,0.5286,5.15
2000,2,20,0.6157,5.15
2000,3,20,0.5188,5.15
2000,4,20,0.4721,5.15
2001,1,20,0.5171,5.15
2001,2,20,0.54,5.15
2001,3,20,0.5774,5.15
2001,4,20,0.5232,5.15
2002,1,20,0.5124,5.15
2002,2,20,0.5311,5.15
2002,3,20,0.514,5.15
2002,4,20,0.482,5.15
2003,1,20,0.4698,5.15
2003,2,20,0.474,5.15
2003,3,20,0.4788,5.15
2003,4,20,0.3645,5.15
2004,1,20,0.4579,5.15
2004,2,20,0.5046,5.15
2004,3,20,0.5534,5.15
2004,4,20,0.4226,5.15
2005,1,20,0.4035,5.15
2005,2,20,0.4815,5.15
2005,3,20,0.5061,5.15
2005,4,20,0.4806,5.15
2006,1,20,0.4329,5.15
2006,2,20,0.4651,5.15
2006,3,20,0.4761,5.15
2006,4,20,0.4013,5.15
2007,1,20,0.3837,5.15
2007,2,20,0.484,5.15
2007,3,20,0.4702,5.68
2007,4,20,0.4112,5.85
2008,1,20,0.4008,5.85
2008,2,20,0.5542,5.85
2008,3,20,0.4828,6.38
2008,4,20,0.4809,6.55
2009,1,20,0.4104,6.55
2009,2,20,0.4744,6.55
2009,3,20,0.4143,7.07
2009,4,20,0.342,7.25
2010,1,20,0.3635,7.25
2010,2,20,0.3961,7.25
2010,3,20,0.4639,7.25
2010,4,20,0.396,7.25
2011,1,20,0.3249,7.25
2011,2,20,0.4046,7.25
2011,3,20,0.4179,7.25
2011,4,20,0.2895,7.25
2012,1,20,0.3752,7.25
2012,2,20,0.3899,7.25
2012,3,20,0.3817,7.25
2012,4,20,0.353,7.25
2013,1,20,0.3267,7.25
2013,2,20,0.4087,7.25
2013,3,20,0.3891,7.25
2013,4,20,0.4539,7.25
2014,1,20,0.3787,7.25
2014,2,20,0.4055,7.25
2014,3,20,0.472,7.25
2014,4,20,0.4596,7.25
2015,1,20,0.3864,7.25
2015,2,20,0.3839,7.25
2015,3,20,0.5197,7.25
2015,4,20,0.4423,7.25
2016,1,20,0.3465,7.25
2016,2,20,0.3823,7.25
2016,3,20,0.4651,7.25
2016,4,20,0.4075,7.25
2017,1,20,0.3064,7.25
2017,2,20,0.3576,7.25
2017,3,20,0.4969,7.25
2017,4,20,0.3526,7.25
2018,1,20,0.3749,7.25
2018,2,20,0.4946,7.25
2018,3,20,0.5017,7.25
2018,4,20,0.4246,7.25
2019,1,20,0.4526,7.25
2019,2,20,0.4662,7.25
2019,3,20,0.4087,7.25
2019,4,20,0.3422,7.25
1979,1,21,0.3321,2.9
1979,2,21,0.4916,2.9
1979,3,21,0.4924,2.9
1979,4,21,0.4627,2.9
1980,1,21,0.3634,3.1
1980,2,21,0.447,3.1
1980,3,21,0.4794,3.1
1980,4,21,0.4499,3.1
1981,1,21,0.3662,3.35
1981,2,21,0.4799,3.35
1981,3,21,0.4473,3.35
1981,4,21,0.3542,3.35
1982,1,21,0.3637,3.35
1982,2,21,0.379,3.35
1982,3,21,0.5018,3.35
1982,4,21,0.3527,3.35
1983,1,21,0.303,3.35
1983,2,21,0.3765,3.35
1983,3,21,0.4601,3.35
1983,4,21,0.4556,3.35
1984,1,21,0.3905,3.35
1984,2,21,0.3863,3.35
1984,3,21,0.3785,3.35
1984,4,21,0.3435,3.35
1985,1,21,0.3904,3.35
1985,2,21,0.3569,3.35
1985,3,21,0.4181,3.35
1985,4,21,0.3026,3.35
1986,1,21,0.2781,3.35
1986,2,21,0.4944,3.35
1986,3,21,0.451,3.35
1986,4,21,0.3825,3.35
1987,1,21,0.2919,3.35
1987,2,21,0.3943,3.35
1987,3,21,0.4263,3.35
1987,4,21,0.3721,3.35
1988,1,21,0.3162,3.35
1988,2,21,0.4399,3.35
1988,3,21,0.4671,3.35
1988,4,21,0.3935,3.35
1989,1,21,0.4183,3.35
1989,2,21,0.4706,3.35
1989,3,21,0.459,3.35
1989,4,21,0.3895,3.35
1990,1,21,0.3879,3.35
1990,2,21,0.4297,3.8
1990,3,21,0.4356,3.8
1990,4,21,0.4825,3.8
1991,1,21,0.3926,3.8
1991,2,21,0.4223,4.25
1991,3,21,0.4178,4.25
1991,4,21,0.3545,4.25
1992,1,21,0.3453,4.25
1992,2,21,0.4152,4.25
1992,3,21,0.4366,4.25
1992,4,21,0.4383,4.25
1993,1,21,0.378,4.25
1993,2,21,0.4366,4.25
1993,3,21,0.4506,4.25
1993,4,21,0.4369,4.25
1994,1,21,0.3117,4.25
1994,2,21,0.4611,4.25
1994,3,21,0.4652,4.25
1994,4,21,0.4242,4.25
1995,1,21,0.3823,4.25
1995,2,21,0.4707,4.25
1995,3,21,0.468,4.25
1995,4,21,0.4248,4.25
1996,1,21,0.3473,4.25
1996,2,21,0.4173,4.25
1996,3,21,0.491,4.25
1996,4,21,0.4974,4.75
1997,1,21,0.367,4.75
1997,2,21,0.4109,4.75
1997,3,21,0.5409,4.88
1997,4,21,0.4516,5.15
1998,1,21,0.4036,5.15
1998,2,21,0.3928,5.15
1998,3,21,0.5281,5.15
1998,4,21,0.4513,5.15
1999,1,21,0.4142,5.15
1999,2,21,0.4506,5.15
1999,3,21,0.5124,5.15
1999,4,21,0.4465,5.15
2000,1,21,0.4222,5.15
2000,2,21,0.4388,5.15
2000,3,21,0.4942,5.15
2000,4,21,0.4361,5.15
2001,1,21,0.3801,5.15
2001,2,21,0.3509,5.15
2001,3,21,0.3595,5.15
2001,4,21,0.3387,5.15
2002,1,21,0.4186,5.15
2002,2,21,0.4079,5.15
2002,3,21,0.3961,5.15
2002,4,21,0.4061,5.15
2003,1,21,0.3848,5.15
2003,2,21,0.3683,5.15
2003,3,21,0.3592,5.15
2003,4,21,0.3436,5.15
2004,1,21,0.345,5.15
2004,2,21,0.3822,5.15
2004,3,21,0.4337,5.15
2004,4,21,0.3532,5.15
2005,1,21,0.3232,5.15
2005,2,21,0.4101,5.15
2005,3,21,0.4018,5.15
2005,4,21,0.4044,5.15
2006,1,21,0.2925,5.15
2006,2,21,0.3309,5.15
2006,3,21,0.452,5.15
2006,4,21,0.4098,5.15
2007,1,21,0.3603,5.15
2007,2,21,0.3235,5.19
2007,3,21,0.3042,5.85
2007,4,21,0.3433,5.85
2008,1,21,0.3669,5.85
2008,2,21,0.3541,5.85
2008,3,21,0.3135,6.55
2008,4,21,0.331,6.55
2009,1,21,0.3638,6.55
2009,2,21,0.3165,6.55
2009,3,21,0.2905,7.25
2009,4,21,0.3606,7.25
2010,1,21,0.3777,7.25
2010,2,21,0.321,7.25
2010,3,21,0.2757,7.25
2010,4,21,0.314,7.25
2011,1,21,0.261,7.25
2011,2,21,0.2709,7.25
2011,3,21,0.2674,7.25
2011,4,21,0.2646,7.25
2012,1,21,0.2747,7.25
2012,2,21,0.3277,7.25
2012,3,21,0.3157,7.25
2012,4,21,0.2919,7.25
2013,1,21,0.295,7.25
2013,2,21,0.3385,7.25
2013,3,21,0.354,7.25
2013,4,21,0.2629,7.25
2014,1,21,0.2368,7.25
2014,2,21,0.2995,7.25
2014,3,21,0.2952,7.25
2014,4,21,0.3234,7.25
2015,1,21,0.2815,7.25
2015,2,21,0.3064,7.25
2015,3,21,0.2633,7.25
2015,4,21,0.2556,7.25
2016,1,21,0.2258,7.25
2016,2,21,0.3495,7.25
2016,3,21,0.3185,7.25
2016,4,21,0.3512,7.25
2017,1,21,0.3978,7.25
2017,2,21,0.3385,7.25
2017,3,21,0.3782,7.25
2017,4,21,0.2896,7.25
2018,1,21,0.3981,7.25
2018,2,21,0.4193,7.25
2018,3,21,0.4222,7.25
2018,4,21,0.3219,7.25
2019,1,21,0.349,7.25
2019,2,21,0.3236,7.25
2019,3,21,0.5001,7.25
2019,4,21,0.3106,7.25
1979,1,22,0.3346,2.9
1979,2,22,0.3756,2.9
1979,3,22,0.4163,2.9
1979,4,22,0.3659,2.9
1980,1,22,0.3244,3.1
1980,2,22,0.4473,3.1
1980,3,22,0.4163,3.1
1980,4,22,0.3345,3.1
1981,1,22,0.3642,3.35
1981,2,22,0.3638,3.35
1981,3,22,0.4196,3.35
1981,4,22,0.3498,3.35
1982,1,22,0.3011,3.35
1982,2,22,0.304,3.35
1982,3,22,0.3818,3.35
1982,4,22,0.2591,3.35
1983,1,22,0.2643,3.35
1983,2,22,0.3407,3.35
1983,3,22,0.3999,3.35
1983,4,22,0.3072,3.35
1984,1,22,0.2787,3.35
1984,2,22,0.4175,3.35
1984,3,22,0.45,3.35
1984,4,22,0.3639,3.35
1985,1,22,0.3182,3.35
1985,2,22,0.3303,3.35
1985,3,22,0.3849,3.35
1985,4,22,0.2856,3.35
1986,1,22,0.363,3.35
1986,2,22,0.4026,3.35
1986,3,22,0.3513,3.35
1986,4,22,0.2967,3.35
1987,1,22,0.2885,3.35
1987,2,22,0.3458,3.35
1987,3,22,0.359,3.35
1987,4,22,0.2336,3.35
1988,1,22,0.3082,3.35
1988,2,22,0.3467,3.35
1988,3,22,0.328,3.35
1988,4,22,0.3404,3.35
1989,1,22,0.2523,3.35
1989,2,22,0.2505,3.35
1989,3,22,0.3837,3.35
1989,4,22,0.4394,3.35
1990,1,22,0.3643,3.35
1990,2,22,0.3037,3.8
1990,3,22,0.3027,3.8
1990,4,22,0.3314,3.8
1991,1,22,0.3601,3.8
1991,2,22,0.4048,4.25
1991,3,22,0.3838,4.25
1991,4,22,0.3895,4.25
1992,1,22,0.3249,4.25
1992,2,22,0.3472,4.25
1992,3,22,0.3191,4.25
1992,4,22,0.2932,4.25
1993,1,22,0.2718,4.25
